Count;DISTRICT;HUMAN INSTINCT;TYPE OF LAND;VLAND ID;COORDINATES;_1_XY;_2_XY;_3_XY;_4_XY;Position X;Position Y;Cluster
857;District 7 Kappa;Community;Standard;2199S;5184, 1520;5168, 1504;5168, 1536;5200, 1536;5200, 1504;5184.0000;1520.0000;123
858;District 7 Kappa;Community;Standard;2200S;5360, 1632;5344, 1616;5344, 1648;5376, 1648;5376, 1616;5360.0000;1632.0000;124
859;District 7 Kappa;Community;Standard;2201S;5008, 1424;4992, 1408;4992, 1440;5024, 1440;5024, 1408;5008.0000;1424.0000;125
860;District 7 Kappa;Community;Standard;2202S;4480, 1712;4464, 1696;4464, 1728;4496, 1728;4496, 1696;4480.0000;1712.0000;126
861;District 7 Kappa;Community;Standard;2203S;4480, 1904;4464, 1888;4464, 1920;4496, 1920;4496, 1888;4480.0000;1904.0000;127
862;District 7 Kappa;Community;Standard;2204S;4480, 2096;4464, 2080;4464, 2112;4496, 2112;4496, 2080;4480.0000;2096.0000;128
863;District 7 Kappa;Community;Standard;2205S;4656, 2236;4640, 2220;4640, 2252;4672, 2252;4672, 2220;4656.0000;2236.0000;129
864;District 7 Kappa;Community;Standard;2206S;4832, 2332;4816, 2316;4816, 2348;4848, 2348;4848, 2316;4832.0000;2332.0000;130
865;District 7 Kappa;Community;Standard;2207S;3904, 764;3888, 748;3888, 780;3920, 780;3920, 748;3904.0000;764.0000;131
866;District 7 Kappa;Community;Standard;2208S;3728, 668;3712, 652;3712, 684;3744, 684;3744, 652;3728.0000;668.0000;132
867;District 7 Kappa;Community;Standard;2209S;3200, 976;3184, 960;3184, 992;3216, 992;3216, 960;3200.0000;976.0000;133
868;District 7 Kappa;Community;Standard;2210S;3200, 1168;3184, 1152;3184, 1184;3216, 1184;3216, 1152;3200.0000;1168.0000;134
869;District 7 Kappa;Community;Standard;2211S;4080, 1088;4064, 1072;4064, 1104;4096, 1104;4096, 1072;4080.0000;1088.0000;135
870;District 7 Kappa;Community;Standard;2212S;4080, 1280;4064, 1264;4064, 1296;4096, 1296;4096, 1264;4080.0000;1280.0000;136
871;District 7 Kappa;Community;Standard;2213S;3376, 1500;3360, 1484;3360, 1516;3392, 1516;3392, 1484;3376.0000;1500.0000;137
872;District 7 Kappa;Community;Standard;2214S;3552, 1596;3536, 1580;3536, 1612;3568, 1612;3568, 1580;3552.0000;1596.0000;138
873;District 7 Kappa;Community;Standard;2215S;3904, -764;3888, -748;3888, -780;3920, -780;3920, -748;3904.0000;-764.0000;139
874;District 7 Kappa;Community;Standard;2216S;3728, -668;3712, -652;3712, -684;3744, -684;3744, -652;3728.0000;-668.0000;140
875;District 7 Kappa;Community;Standard;2217S;3200, -976;3184, -960;3184, -992;3216, -992;3216, -960;3200.0000;-976.0000;141
876;District 7 Kappa;Community;Standard;2218S;3200, -1168;3184, -1152;3184, -1184;3216, -1184;3216, -1152;3200.0000;-1168.0000;142
877;District 7 Kappa;Community;Standard;2219S;4080, -1088;4064, -1072;4064, -1104;4096, -1104;4096, -1072;4080.0000;-1088.0000;143
878;District 7 Kappa;Community;Standard;2220S;4080, -1280;4064, -1264;4064, -1296;4096, -1296;4096, -1264;4080.0000;-1280.0000;144
879;District 7 Kappa;Community;Standard;2221S;3376, -1500;3360, -1484;3360, -1516;3392, -1516;3392, -1484;3376.0000;-1500.0000;145
880;District 7 Kappa;Community;Standard;2222S;3552, -1596;3536, -1580;3536, -1612;3568, -1612;3568, -1580;3552.0000;-1596.0000;146
881;District 7 Kappa;Community;Standard;2223S;6016, 1500;6032, 1484;6032, 1516;6000, 1516;6000, 1484;6016.0000;1500.0000;147
882;District 7 Kappa;Community;Standard;2224S;6192, 1384;6208, 1368;6208, 1400;6176, 1400;6176, 1368;6192.0000;1384.0000;148
883;District 7 Kappa;Community;Standard;2225S;6720, 1712;6736, 1696;6736, 1728;6704, 1728;6704, 1696;6720.0000;1712.0000;149
884;District 7 Kappa;Community;Standard;2226S;6720, 1904;6736, 1888;6736, 1920;6704, 1920;6704, 1888;6720.0000;1904.0000;150
885;District 7 Kappa;Community;Standard;2227S;4000, 320;4016, 304;4016, 336;3984, 336;3984, 304;4000.0000;320.0000;151
886;District 7 Kappa;Community;Standard;2228S;4160, 420;4176, 404;4176, 436;4144, 436;4144, 404;4160.0000;420.0000;152
887;District 7 Kappa;Community;Standard;2229S;4000, -320;4016, -304;4016, -336;3984, -336;3984, -304;4000.0000;-320.0000;153
888;District 7 Kappa;Community;Standard;2230S;4160, -420;4176, -404;4176, -436;4144, -436;4144, -404;4160.0000;-420.0000;154
889;District 7 Kappa;Community;Standard;2231S;5920, 1056;5904, 1040;5904, 1072;5936, 1072;5936, 1040;5920.0000;1056.0000;155
890;District 7 Kappa;Community;Standard;2232S;5760, 1136;5744, 1120;5744, 1152;5776, 1152;5776, 1120;5760.0000;1136.0000;156
891;District 7 Kappa;Community;Standard;2233S;5600, 1235;5584, 1219;5584, 1251;5616, 1251;5616, 1219;5600.0000;1235.0000;157
892;District 7 Kappa;Community;Standard;2234S;5280, 1056;5296, 1040;5296, 1072;5264, 1072;5264, 1040;5280.0000;1056.0000;158
893;District 7 Kappa;Community;Standard;2235S;5440, 1136;5456, 1120;5456, 1152;5424, 1152;5424, 1120;5440.0000;1136.0000;159
894;District 7 Kappa;Community;Standard;2236S;5920, -1056;5904, -1040;5904, -1072;5936, -1072;5936, -1040;5920.0000;-1056.0000;160
895;District 7 Kappa;Community;Standard;2237S;5760, -1136;5744, -1120;5744, -1152;5776, -1152;5776, -1120;5760.0000;-1136.0000;161
896;District 7 Kappa;Community;Standard;2238S;5600, -1235;5584, -1219;5584, -1251;5616, -1251;5616, -1219;5600.0000;-1235.0000;162
897;District 7 Kappa;Community;Standard;2239S;5280, -1056;5296, -1040;5296, -1072;5264, -1072;5264, -1040;5280.0000;-1056.0000;163
898;District 7 Kappa;Community;Standard;2240S;5440, -1136;5456, -1120;5456, -1152;5424, -1152;5424, -1120;5440.0000;-1136.0000;164
899;District 7 Kappa;Community;Standard;2241S;6720, 320;6736, 304;6736, 336;6704, 336;6704, 304;6720.0000;320.0000;165
900;District 7 Kappa;Community;Standard;2242S;6720, -320;6736, -304;6736, -336;6704, -336;6704, -304;6720.0000;-320.0000;166
901;District 7 Kappa;Community;Standard;2243S;4480, 320;4464, 304;4464, 336;4496, 336;4496, 304;4480.0000;320.0000;167
902;District 7 Kappa;Community;Standard;2244S;4480, -320;4464, -304;4464, -336;4496, -336;4496, -304;4480.0000;-320.0000;168
903;District 7 Kappa;Community;Standard;2245S;5184, -1520;5168, -1504;5168, -1536;5200, -1536;5200, -1504;5184.0000;-1520.0000;169
904;District 7 Kappa;Community;Standard;2246S;5360, -1632;5344, -1616;5344, -1648;5376, -1648;5376, -1616;5360.0000;-1632.0000;170
905;District 7 Kappa;Community;Standard;2247S;5008, -1424;4992, -1408;4992, -1440;5024, -1440;5024, -1408;5008.0000;-1424.0000;171
906;District 7 Kappa;Community;Standard;2248S;4480, -1712;4464, -1696;4464, -1728;4496, -1728;4496, -1696;4480.0000;-1712.0000;172
907;District 7 Kappa;Community;Standard;2249S;4480, -1904;4464, -1888;4464, -1920;4496, -1920;4496, -1888;4480.0000;-1904.0000;173
908;District 7 Kappa;Community;Standard;2250S;4480, -2096;4464, -2080;4464, -2112;4496, -2112;4496, -2080;4480.0000;-2096.0000;174
909;District 7 Kappa;Community;Standard;2251S;4656, -2236;4640, -2220;4640, -2252;4672, -2252;4672, -2220;4656.0000;-2236.0000;175
910;District 7 Kappa;Community;Standard;2252S;4832, -2332;4816, -2316;4816, -2348;4848, -2348;4848, -2316;4832.0000;-2332.0000;176
911;District 7 Kappa;Community;Standard;2253S;6016, -1500;6032, -1484;6032, -1516;6000, -1516;6000, -1484;6016.0000;-1500.0000;177
912;District 7 Kappa;Community;Standard;2254S;6192, -1384;6208, -1368;6208, -1400;6176, -1400;6176, -1368;6192.0000;-1384.0000;178
913;District 7 Kappa;Community;Standard;2255S;6720, -1712;6736, -1696;6736, -1728;6704, -1728;6704, -1696;6720.0000;-1712.0000;179
914;District 7 Kappa;Community;Standard;2256S;6720, -1904;6736, -1888;6736, -1920;6704, -1920;6704, -1888;6720.0000;-1904.0000;180
915;District 7 Kappa;Community;Standard;2257S;4400, 6048;4416, 6032;4416, 6064;4384, 6064;4384, 6032;4400.0000;6048.0000;181
916;District 7 Kappa;Community;Standard;2258S;4400, 6240;4416, 6224;4416, 6256;4384, 6256;4384, 6224;4400.0000;6240.0000;182
917;District 7 Kappa;Community;Standard;2259S;5104, 6460;5120, 6444;5120, 6476;5088, 6476;5088, 6444;5104.0000;6460.0000;183
918;District 7 Kappa;Community;Standard;2260S;4928, 6556;4944, 6540;4944, 6572;4912, 6572;4912, 6540;4928.0000;6556.0000;184
919;District 7 Kappa;Community;Standard;2261S;4576, 4196;4592, 4212;4592, 4180;4560, 4180;4560, 4212;4576.0000;4196.0000;185
920;District 7 Kappa;Community;Standard;2262S;4752, 4292;4768, 4308;4768, 4276;4736, 4276;4736, 4308;4752.0000;4292.0000;186
921;District 1 Alpha;Curiosity;Exclusive;0145E;5312, -5328;5296, -5312;5296, -5344;5328, -5344;5328, -5312;5312.0000;-5328.0000;19
922;District 1 Alpha;Curiosity;Exclusive;0146E;5280, -5328;5264, -5312;5264, -5344;5296, -5344;5296, -5312;5280.0000;-5328.0000;19
923;District 1 Alpha;Curiosity;Exclusive;0147E;5248, -5328;5232, -5312;5232, -5344;5264, -5344;5264, -5312;5248.0000;-5328.0000;19
924;District 1 Alpha;Curiosity;Exclusive;0148E;5248, -5360;5232, -5344;5232, -5376;5264, -5376;5264, -5344;5248.0000;-5360.0000;19
925;District 1 Alpha;Curiosity;Exclusive;0149E;5312, -5360;5296, -5344;5296, -5376;5328, -5376;5328, -5344;5312.0000;-5360.0000;19
926;District 1 Alpha;Curiosity;Exclusive;0150E;5312, -5392;5296, -5376;5296, -5408;5328, -5408;5328, -5376;5312.0000;-5392.0000;19
927;District 1 Alpha;Curiosity;Exclusive;0151E;5280, -5392;5264, -5376;5264, -5408;5296, -5408;5296, -5376;5280.0000;-5392.0000;19
928;District 1 Alpha;Curiosity;Exclusive;0152E;5248, -5392;5232, -5376;5232, -5408;5264, -5408;5264, -5376;5248.0000;-5392.0000;19
929;District 1 Alpha;Curiosity;Exclusive;0153E;4432, -6784;4416, -6768;4416, -6800;4448, -6800;4448, -6768;4432.0000;-6784.0000;20
930;District 1 Alpha;Curiosity;Exclusive;0154E;4400, -6784;4384, -6768;4384, -6800;4416, -6800;4416, -6768;4400.0000;-6784.0000;20
931;District 1 Alpha;Curiosity;Exclusive;0155E;4368, -6784;4352, -6768;4352, -6800;4384, -6800;4384, -6768;4368.0000;-6784.0000;20
932;District 1 Alpha;Curiosity;Exclusive;0156E;4368, -6816;4352, -6800;4352, -6832;4384, -6832;4384, -6800;4368.0000;-6816.0000;20
933;District 1 Alpha;Curiosity;Exclusive;0157E;4432, -6816;4416, -6800;4416, -6832;4448, -6832;4448, -6800;4432.0000;-6816.0000;20
934;District 1 Alpha;Curiosity;Exclusive;0158E;4432, -6848;4416, -6832;4416, -6864;4448, -6864;4448, -6832;4432.0000;-6848.0000;20
935;District 1 Alpha;Curiosity;Exclusive;0159E;4400, -6848;4384, -6832;4384, -6864;4416, -6864;4416, -6832;4400.0000;-6848.0000;20
936;District 1 Alpha;Curiosity;Exclusive;0160E;4368, -6848;4352, -6832;4352, -6864;4384, -6864;4384, -6832;4368.0000;-6848.0000;20
937;District 1 Alpha;Curiosity;Exclusive;0161E;448, -4592;464, -4608;464, -4576;432, -4576;432, -4608;448.0000;-4592.0000;21
938;District 1 Alpha;Curiosity;Exclusive;0162E;480, -4592;496, -4608;496, -4576;464, -4576;464, -4608;480.0000;-4592.0000;21
939;District 1 Alpha;Curiosity;Exclusive;0163E;512, -4592;528, -4608;528, -4576;496, -4576;496, -4608;512.0000;-4592.0000;21
940;District 1 Alpha;Curiosity;Exclusive;0164E;512, -4560;528, -4576;528, -4544;496, -4544;496, -4576;512.0000;-4560.0000;21
941;District 1 Alpha;Curiosity;Exclusive;0165E;448, -4560;464, -4576;464, -4544;432, -4544;432, -4576;448.0000;-4560.0000;21
942;District 1 Alpha;Curiosity;Exclusive;0166E;448, -4528;464, -4544;464, -4512;432, -4512;432, -4544;448.0000;-4528.0000;21
943;District 1 Alpha;Curiosity;Exclusive;0167E;480, -4528;496, -4544;496, -4512;464, -4512;464, -4544;480.0000;-4528.0000;21
944;District 1 Alpha;Curiosity;Exclusive;0168E;512, -4528;528, -4544;528, -4512;496, -4512;496, -4544;512.0000;-4528.0000;21
945;District 1 Alpha;Curiosity;Exclusive;0169E;1328, -3136;1344, -3152;1344, -3120;1312, -3120;1312, -3152;1328.0000;-3136.0000;22
946;District 1 Alpha;Curiosity;Exclusive;0170E;1360, -3136;1376, -3152;1376, -3120;1344, -3120;1344, -3152;1360.0000;-3136.0000;22
947;District 1 Alpha;Curiosity;Exclusive;0171E;1392, -3136;1408, -3152;1408, -3120;1376, -3120;1376, -3152;1392.0000;-3136.0000;22
948;District 1 Alpha;Curiosity;Exclusive;0172E;1392, -3104;1408, -3120;1408, -3088;1376, -3088;1376, -3120;1392.0000;-3104.0000;22
949;District 1 Alpha;Curiosity;Exclusive;0173E;1328, -3104;1344, -3120;1344, -3088;1312, -3088;1312, -3120;1328.0000;-3104.0000;22
950;District 1 Alpha;Curiosity;Exclusive;0174E;1328, -3072;1344, -3088;1344, -3056;1312, -3056;1312, -3088;1328.0000;-3072.0000;22
951;District 1 Alpha;Curiosity;Exclusive;0175E;1360, -3072;1376, -3088;1376, -3056;1344, -3056;1344, -3088;1360.0000;-3072.0000;22
952;District 1 Alpha;Curiosity;Exclusive;0176E;1392, -3072;1408, -3088;1408, -3056;1376, -3056;1376, -3088;1392.0000;-3072.0000;22
953;District 1 Alpha;Curiosity;Exclusive;0177E;822, -4992;806, -5008;806, -4976;838, -4976;838, -5008;822.0000;-4992.0000;23
954;District 1 Alpha;Curiosity;Exclusive;0178E;790, -4992;774, -5008;774, -4976;806, -4976;806, -5008;790.0000;-4992.0000;23
955;District 1 Alpha;Curiosity;Exclusive;0179E;758, -4992;742, -5008;742, -4976;774, -4976;774, -5008;758.0000;-4992.0000;23
956;District 1 Alpha;Curiosity;Exclusive;0180E;758, -4960;742, -4976;742, -4944;774, -4944;774, -4976;758.0000;-4960.0000;23
957;District 1 Alpha;Curiosity;Exclusive;0181E;822, -4960;806, -4976;806, -4944;838, -4944;838, -4976;822.0000;-4960.0000;23
958;District 1 Alpha;Curiosity;Exclusive;0182E;822, -4928;806, -4944;806, -4912;838, -4912;838, -4944;822.0000;-4928.0000;23
959;District 1 Alpha;Curiosity;Exclusive;0183E;790, -4928;774, -4944;774, -4912;806, -4912;806, -4944;790.0000;-4928.0000;23
960;District 1 Alpha;Curiosity;Exclusive;0184E;758, -4928;742, -4944;742, -4912;774, -4912;774, -4944;758.0000;-4928.0000;23
961;District 1 Alpha;Curiosity;Exclusive;0185E;4032, -6064;4016, -6048;4016, -6080;4048, -6080;4048, -6048;4032.0000;-6064.0000;24
962;District 1 Alpha;Curiosity;Exclusive;0186E;4000, -6064;3984, -6048;3984, -6080;4016, -6080;4016, -6048;4000.0000;-6064.0000;24
963;District 1 Alpha;Curiosity;Exclusive;0187E;3968, -6064;3952, -6048;3952, -6080;3984, -6080;3984, -6048;3968.0000;-6064.0000;24
964;District 1 Alpha;Curiosity;Exclusive;0188E;3968, -6096;3952, -6080;3952, -6112;3984, -6112;3984, -6080;3968.0000;-6096.0000;24
965;District 1 Alpha;Curiosity;Exclusive;0189E;4032, -6096;4016, -6080;4016, -6112;4048, -6112;4048, -6080;4032.0000;-6096.0000;24
966;District 1 Alpha;Curiosity;Exclusive;0190E;4032, -6128;4016, -6112;4016, -6144;4048, -6144;4048, -6112;4032.0000;-6128.0000;24
967;District 1 Alpha;Curiosity;Exclusive;0191E;4000, -6128;3984, -6112;3984, -6144;4016, -6144;4016, -6112;4000.0000;-6128.0000;24
968;District 1 Alpha;Curiosity;Exclusive;0192E;3968, -6128;3952, -6112;3952, -6144;3984, -6144;3984, -6112;3968.0000;-6128.0000;24
969;District 1 Alpha;Curiosity;Exclusive;0193E;2112, -4206;2096, -4222;2096, -4190;2128, -4190;2128, -4222;2112.0000;-4206.0000;25
970;District 1 Alpha;Curiosity;Exclusive;0194E;2080, -4206;2064, -4222;2064, -4190;2096, -4190;2096, -4222;2080.0000;-4206.0000;25
971;District 1 Alpha;Curiosity;Exclusive;0195E;2048, -4206;2032, -4222;2032, -4190;2064, -4190;2064, -4222;2048.0000;-4206.0000;25
972;District 1 Alpha;Curiosity;Exclusive;0196E;2048, -4174;2032, -4190;2032, -4158;2064, -4158;2064, -4190;2048.0000;-4174.0000;25
973;District 1 Alpha;Curiosity;Exclusive;0197E;2112, -4174;2096, -4190;2096, -4158;2128, -4158;2128, -4190;2112.0000;-4174.0000;25
974;District 1 Alpha;Curiosity;Exclusive;0198E;2112, -4142;2096, -4158;2096, -4126;2128, -4126;2128, -4158;2112.0000;-4142.0000;25
975;District 1 Alpha;Curiosity;Exclusive;0199E;2080, -4142;2064, -4158;2064, -4126;2096, -4126;2096, -4158;2080.0000;-4142.0000;25
976;District 1 Alpha;Curiosity;Exclusive;0200E;2048, -4142;2032, -4158;2032, -4126;2064, -4126;2064, -4158;2048.0000;-4142.0000;25
977;District 1 Alpha;Curiosity;Exclusive;0201E;3648, -4208;3664, -4224;3664, -4192;3632, -4192;3632, -4224;3648.0000;-4208.0000;26
978;District 1 Alpha;Curiosity;Exclusive;0202E;3680, -4208;3696, -4224;3696, -4192;3664, -4192;3664, -4224;3680.0000;-4208.0000;26
979;District 1 Alpha;Curiosity;Exclusive;0203E;3712, -4208;3728, -4224;3728, -4192;3696, -4192;3696, -4224;3712.0000;-4208.0000;26
980;District 1 Alpha;Curiosity;Exclusive;0204E;3712, -4176;3728, -4192;3728, -4160;3696, -4160;3696, -4192;3712.0000;-4176.0000;26
981;District 1 Alpha;Curiosity;Exclusive;0205E;3648, -4176;3664, -4192;3664, -4160;3632, -4160;3632, -4192;3648.0000;-4176.0000;26
982;District 1 Alpha;Curiosity;Exclusive;0206E;3648, -4144;3664, -4160;3664, -4128;3632, -4128;3632, -4160;3648.0000;-4144.0000;26
983;District 1 Alpha;Curiosity;Exclusive;0207E;3680, -4144;3696, -4160;3696, -4128;3664, -4128;3664, -4160;3680.0000;-4144.0000;26
984;District 1 Alpha;Curiosity;Exclusive;0208E;3712, -4144;3728, -4160;3728, -4128;3696, -4128;3696, -4160;3712.0000;-4144.0000;26
985;District 1 Alpha;Curiosity;Exclusive;0209E;2112, -5714;2096, -5698;2096, -5730;2128, -5730;2128, -5698;2112.0000;-5714.0000;27
986;District 1 Alpha;Curiosity;Exclusive;0210E;2080, -5714;2064, -5698;2064, -5730;2096, -5730;2096, -5698;2080.0000;-5714.0000;27
987;District 1 Alpha;Curiosity;Exclusive;0211E;2048, -5714;2032, -5698;2032, -5730;2064, -5730;2064, -5698;2048.0000;-5714.0000;27
988;District 1 Alpha;Curiosity;Exclusive;0212E;2048, -5746;2032, -5730;2032, -5762;2064, -5762;2064, -5730;2048.0000;-5746.0000;27
989;District 1 Alpha;Curiosity;Exclusive;0213E;2112, -5746;2096, -5730;2096, -5762;2128, -5762;2128, -5730;2112.0000;-5746.0000;27
990;District 1 Alpha;Curiosity;Exclusive;0214E;2112, -5778;2096, -5762;2096, -5794;2128, -5794;2128, -5762;2112.0000;-5778.0000;27
991;District 1 Alpha;Curiosity;Exclusive;0215E;2080, -5778;2064, -5762;2064, -5794;2096, -5794;2096, -5762;2080.0000;-5778.0000;27
992;District 1 Alpha;Curiosity;Exclusive;0216E;2048, -5778;2032, -5762;2032, -5794;2064, -5794;2064, -5762;2048.0000;-5778.0000;27
993;District 1 Alpha;Curiosity;Exclusive;0217E;3648, -5712;3664, -5696;3664, -5728;3632, -5728;3632, -5696;3648.0000;-5712.0000;28
994;District 1 Alpha;Curiosity;Exclusive;0218E;3680, -5712;3696, -5696;3696, -5728;3664, -5728;3664, -5696;3680.0000;-5712.0000;28
995;District 1 Alpha;Curiosity;Exclusive;0219E;3712, -5712;3728, -5696;3728, -5728;3696, -5728;3696, -5696;3712.0000;-5712.0000;28
996;District 1 Alpha;Curiosity;Exclusive;0220E;3712, -5744;3728, -5728;3728, -5760;3696, -5760;3696, -5728;3712.0000;-5744.0000;28
997;District 1 Alpha;Curiosity;Exclusive;0221E;3648, -5744;3664, -5728;3664, -5760;3632, -5760;3632, -5728;3648.0000;-5744.0000;28
998;District 1 Alpha;Curiosity;Exclusive;0222E;3648, -5776;3664, -5760;3664, -5792;3632, -5792;3632, -5760;3648.0000;-5776.0000;28
999;District 1 Alpha;Curiosity;Exclusive;0223E;3680, -5776;3696, -5760;3696, -5792;3664, -5792;3664, -5760;3680.0000;-5776.0000;28
1000;District 1 Alpha;Curiosity;Exclusive;0224E;3712, -5776;3728, -5760;3728, -5792;3696, -5792;3696, -5760;3712.0000;-5776.0000;28
1001;District 1 Alpha;Curiosity;Exclusive;0225E;1728, -3856;1744, -3872;1744, -3840;1712, -3840;1712, -3872;1728.0000;-3856.0000;29
1002;District 1 Alpha;Curiosity;Exclusive;0226E;1760, -3856;1776, -3872;1776, -3840;1744, -3840;1744, -3872;1760.0000;-3856.0000;29
1003;District 1 Alpha;Curiosity;Exclusive;0227E;1792, -3856;1808, -3872;1808, -3840;1776, -3840;1776, -3872;1792.0000;-3856.0000;29
1004;District 1 Alpha;Curiosity;Exclusive;0228E;1792, -3824;1808, -3840;1808, -3808;1776, -3808;1776, -3840;1792.0000;-3824.0000;29
1005;District 1 Alpha;Curiosity;Exclusive;0229E;1728, -3824;1744, -3840;1744, -3808;1712, -3808;1712, -3840;1728.0000;-3824.0000;29
1006;District 1 Alpha;Curiosity;Exclusive;0230E;1728, -3792;1744, -3808;1744, -3776;1712, -3776;1712, -3808;1728.0000;-3792.0000;29
1007;District 1 Alpha;Curiosity;Exclusive;0231E;1760, -3792;1776, -3808;1776, -3776;1744, -3776;1744, -3808;1760.0000;-3792.0000;29
1008;District 1 Alpha;Curiosity;Exclusive;0232E;1792, -3792;1808, -3808;1808, -3776;1776, -3776;1776, -3808;1792.0000;-3792.0000;29
1009;District 1 Alpha;Curiosity;Exclusive;0233E;2608, -2400;2624, -2416;2624, -2384;2592, -2384;2592, -2416;2608.0000;-2400.0000;30
1010;District 1 Alpha;Curiosity;Exclusive;0234E;2640, -2400;2656, -2416;2656, -2384;2624, -2384;2624, -2416;2640.0000;-2400.0000;30
1011;District 1 Alpha;Curiosity;Exclusive;0235E;2672, -2400;2688, -2416;2688, -2384;2656, -2384;2656, -2416;2672.0000;-2400.0000;30
1012;District 1 Alpha;Curiosity;Exclusive;0236E;2672, -2368;2688, -2384;2688, -2352;2656, -2352;2656, -2384;2672.0000;-2368.0000;30
1013;District 1 Alpha;Curiosity;Exclusive;0237E;2608, -2368;2624, -2384;2624, -2352;2592, -2352;2592, -2384;2608.0000;-2368.0000;30
1014;District 1 Alpha;Curiosity;Exclusive;0238E;2608, -2336;2624, -2352;2624, -2320;2592, -2320;2592, -2352;2608.0000;-2336.0000;30
1015;District 1 Alpha;Curiosity;Exclusive;0239E;2640, -2336;2656, -2352;2656, -2320;2624, -2320;2624, -2352;2640.0000;-2336.0000;30
1016;District 1 Alpha;Curiosity;Exclusive;0240E;2672, -2336;2688, -2352;2688, -2320;2656, -2320;2656, -2352;2672.0000;-2336.0000;30
